p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
1.47765335995103e-39	0.945149822244794	2.08434719695923	1	0.851	2.98722403247701e-35
6.48689081061019e-21	0.791610877695184	3.41412127346611	0.665	0.14	1.31138984627296e-16
3.1258558844933e-18	0.792141834803084	1.65763540822123	0.883	0.612	6.31923025609166e-14
9.89393364571148e-17	0.742485802668637	3.01443722002391	0.547	0.083	2.00015762581703e-12
2.75227856212233e-16	0.770811210120504	1.96346235336308	0.777	0.446	5.56400634118649e-12
6.40815497607498e-16	0.290987580220693	-2.10086685946603	0.089	0.496	1.29547260996332e-11
6.96003247662101e-16	0.769241423888453	1.53694627092973	0.844	0.545	1.4070401654737e-11
4.81219151730175e-15	0.765316958308324	0.860870390358984	0.983	0.959	9.72832637137723e-11
5.12483789255147e-14	0.302483955861305	-1.8213723651263	0.106	0.496	1.0360372283582e-09
7.2965747809292e-14	0.73389814857565	1.80949808050185	0.648	0.215	1.47507555771265e-09
7.62823116085767e-14	0.71953922157071	2.19942799898094	0.536	0.124	1.54212321147899e-09
2.42549396498394e-13	0.741747079735907	1.08412410237961	0.883	0.62	4.90337859961154e-09
2.70249745510367e-13	0.275959185557967	-1.87151060913107	0.263	0.686	5.46336885523758e-09
2.67236404564609e-12	0.705272634932361	1.7527571453399	0.531	0.132	5.40245115467814e-08
3.20885702749902e-12	0.263608661526386	-1.06196637598548	0.771	0.967	6.48702536679202e-08
3.26825560908254e-12	0.278637056189113	-1.84529798872249	0.385	0.686	6.60710553932126e-08
4.05421006065832e-12	0.269218338796805	-1.20168406760505	0.682	0.884	8.19599105862687e-08
4.12680878015105e-12	0.304238422826539	-1.66478457653276	0.179	0.545	8.34275662995337e-08
4.64086303629981e-12	0.695853917540053	2.16587788990795	0.48	0.107	9.38196871418369e-08
1.42151890987993e-11	0.712198162426705	1.67842018025663	0.626	0.289	2.87374262821326e-07
1.78083481979847e-11	0.698693383812734	3.12294440367274	0.52	0.165	3.60013567170459e-07
4.40822844038825e-11	0.663534789233113	2.08284104100208	0.358	0.033	8.91167461508888e-07
7.70439680240389e-11	0.715984117456946	1.48205369050993	0.777	0.529	1.55752085757397e-06
7.8214224238757e-11	0.715591670898933	1.36020361991812	0.799	0.579	1.58117875721071e-06
8.69050503206504e-11	0.31721224433261	-1.30966070215363	0.179	0.545	1.75687249728227e-06
9.7671452087871e-11	0.707765824830325	1.54990282610992	0.67	0.331	1.9745260754084e-06
1.80666679371403e-10	0.713029225726026	0.983431803269735	0.844	0.62	3.65235759017229e-06
2.33412742998972e-10	0.651415116118011	2.9355794023614	0.324	0.025	4.71867201246723e-06
2.38485977381193e-10	0.700494020961263	1.30443889546219	0.67	0.339	4.82123251873819e-06
3.85772028919147e-10	0.705988272773443	1.87156165216522	0.704	0.488	7.79876733662947e-06
5.25272313217367e-10	0.666974467888638	2.31712173544765	0.413	0.083	1.06189050840023e-05
5.80324931719466e-10	0.703402742508888	0.935307432269749	0.849	0.645	1.17318488196407e-05
6.57295248390103e-10	0.655708943164504	2.53965143408207	0.358	0.05	1.32878807414543e-05
8.80845084167376e-10	0.307955122581837	-1.35139338649307	0.352	0.669	1.78071642215277e-05
9.47674660833511e-10	0.298351724456346	-0.786700469449906	0.603	0.884	1.91581909434103e-05
1.36342651336684e-09	0.700216999861489	1.00705770442265	0.788	0.446	2.7563030394224e-05
1.63000694568745e-09	0.317096818874371	-1.2691719810844	0.296	0.62	3.29522204140176e-05
1.6945487611389e-09	0.364998384043585	-1.84364141476548	0.067	0.331	3.4256997755184e-05
1.69552990718837e-09	0.297636086615264	-0.734760215766811	0.849	0.95	3.427683260372e-05
