p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
4.22583410065484e-85	0.911133154802799	1.76439388005567	1	0.869	8.54294621788382e-81
5.23405433625679e-57	0.833938561193444	1.57113279651279	0.947	0.709	1.05811642461767e-52
2.29579168895141e-51	0.211586725179816	-2.55990572032052	0.13	0.67	4.64117247838417e-47
3.32063445842827e-51	0.755766022180783	4.26934205634063	0.575	0.088	6.71299462115859e-47
5.16617019311569e-48	0.226795704050587	-2.53275214680645	0.102	0.632	1.04439296624027e-43
2.58311366606196e-43	0.241552514616603	-2.25214871153778	0.127	0.621	5.22202258731085e-39
3.33903373106028e-42	0.777550719964107	1.722150810286	0.835	0.526	6.75019059071146e-38
3.98498625136126e-40	0.770305511546065	1.91153555229661	0.807	0.438	8.05604820575193e-36
7.18908404911432e-40	0.770845309367245	1.56474159946541	0.857	0.58	1.45334523136895e-35
3.32791642172178e-39	0.237553103486954	-1.85659417787133	0.28	0.738	6.72771583815275e-35
3.63634844545693e-35	0.671084362688053	3.02643484542976	0.366	0.027	7.35124201733572e-31
4.39988304463991e-34	0.244619547691488	-1.59362663333818	0.637	0.86	8.89480356304405e-30
2.09190397071358e-33	0.275692974215891	-1.86565856009738	0.165	0.587	4.22899306719458e-29
1.44540972195723e-31	0.733876168977749	2.2673333951693	0.705	0.406	2.92204029390873e-27
3.0745673385551e-31	0.269278493613561	-1.49096591841795	0.298	0.709	6.215545331623e-27
7.65644697222326e-31	0.659731082539994	3.30717067982902	0.351	0.038	1.54782731990465e-26
1.09102815317359e-29	0.710962803022868	2.00613813813474	0.602	0.248	2.20562251445573e-25
1.18868801963743e-29	0.284217573573742	-1.60527806977282	0.205	0.614	2.40305170049903e-25
3.1801108355329e-29	0.734794526309886	1.28244846432163	0.916	0.745	6.42891206511332e-25
3.92148750974963e-29	0.690457496179353	1.70812232181698	0.509	0.14	7.92767914970985e-25
7.62598787435359e-29	0.287508938210675	-1.80924826991593	0.22	0.6	1.54166970867932e-24
9.34377570703079e-29	0.727843753067033	1.3557518425693	0.82	0.481	1.88893769693334e-24
2.01533815146365e-28	0.692213591688516	2.09177736426172	0.519	0.169	4.07420760699891e-24
2.67963867529156e-28	0.672405815795746	2.42864135027549	0.422	0.095	5.41715754596943e-24
1.76560277685043e-27	0.637357514406293	2.4602460104404	0.295	0.023	3.56934257368083e-23
1.89176271712438e-27	0.281150540498857	-1.41574734960473	0.379	0.734	3.82438750893864e-23
2.07975958274652e-27	0.643614261879057	2.73444288851185	0.317	0.034	4.20444197248036e-23
4.03450575927108e-27	0.717478933864251	1.70609248352343	0.727	0.458	8.15615684294242e-23
5.01059784201082e-26	0.316230388514224	-1.93364623515698	0.112	0.467	1.01294245974091e-21
5.74473687228062e-26	0.718656674565007	1.04348580773416	0.894	0.713	1.16135600610025e-21
1.55528281365282e-25	0.290523393575705	-1.21638838619797	0.357	0.722	3.14415973608055e-21
2.2586785420758e-25	0.315361103711285	-1.76809279237662	0.134	0.49	4.56614454066045e-21
6.83027736192927e-25	0.710503624356799	1.61007254570411	0.761	0.521	1.38080887148762e-20
7.04767344411303e-25	0.716805939178105	0.84043734656401	0.963	0.874	1.42475766346189e-20
1.34472223959755e-24	0.655160326963252	1.7210753030579	0.391	0.088	2.71849047957042e-20
2.37274505160394e-24	0.619323359925971	3.00913925645404	0.252	0.016	4.79674139632252e-20
3.44290188661066e-24	0.306107426776776	-1.43840896632437	0.252	0.594	6.96017045397212e-20
8.06548572692621e-24	0.653313096757007	1.81585242219178	0.391	0.093	1.6305185945554e-19
1.0523904618569e-23	0.299945319181751	-1.13567445052825	0.332	0.693	2.12751255768992e-19
3.61521802851473e-23	0.291494328617697	-0.807860231840094	0.882	0.959	7.30852476644538e-19
4.55850610431977e-23	0.32792717636667	-1.58238064157185	0.13	0.465	9.21547594049284e-19
6.514268074494e-23	0.302037912033986	-1.13769202143332	0.388	0.718	1.31692443393971e-18
