p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
2.25512460449116e-79	0.942486926450742	1.97197577416654	1	0.806	4.55895990043934e-75
1.57682223640803e-59	0.856212044534413	4.75637380686303	0.753	0.077	3.18770383312247e-55
7.11921196775196e-58	0.847661521592443	3.90103520921707	0.732	0.061	1.43921989140074e-53
5.04247232661195e-55	0.83549995782726	4.07687932957402	0.703	0.053	1.01938620554787e-50
4.11531588090949e-41	0.263816843792173	-2.74228493886901	0.057	0.522	8.31952258484662e-37
8.35150875396842e-41	0.811023954116059	1.94198361479382	0.891	0.449	1.68834100970226e-36
3.53871956390877e-39	0.778245192307692	2.81613132562293	0.643	0.117	7.15387547039797e-35
1.7656845207686e-37	0.757143007759784	3.02691590866569	0.552	0.049	3.5695078271858e-33
1.14419304596924e-36	0.75819205465587	2.90293688829596	0.57	0.073	2.31310066173142e-32
4.46064774639643e-36	0.288820006747638	-3.16560136388362	0.052	0.462	9.01764548411503e-32
7.87482115157084e-36	0.761945428475034	2.79691966184341	0.607	0.117	1.59197384400156e-31
1.2126186872053e-35	0.209076627867746	-1.62734782296113	0.648	0.935	2.45142993805424e-31
1.41024065221544e-34	0.779726509784076	1.66139761741279	0.818	0.393	2.85094250251874e-30
2.0064611676702e-32	0.761555330634278	2.09784638849199	0.69	0.251	4.05626189656208e-28
1.79556630124846e-31	0.762883771929825	2.08583923514058	0.737	0.36	3.62991683460388e-27
1.8673094715935e-30	0.727648448043185	2.85842902854135	0.516	0.065	3.77495282777343e-26
2.59268337735757e-30	0.745023616734143	2.03699853085701	0.63	0.182	5.24136871566606e-26
7.44056295231145e-28	0.31905786099865	-2.68806759312892	0.065	0.417	1.50418420643928e-23
1.12800388909994e-27	0.716303981106613	2.56431044849102	0.503	0.089	2.28037266220444e-23
1.29819493536089e-26	0.709008097165992	2.2459954185507	0.487	0.085	2.62443088132557e-22
3.27171164174629e-26	0.278550944669366	-2.04335104270015	0.255	0.648	6.6140922549543e-22
1.51055254007194e-25	0.340555414979757	-2.02592264930943	0.042	0.36	3.05373301500944e-21
1.93640507508964e-25	0.261038714574899	-1.34144426397273	0.622	0.87	3.91463649980121e-21
3.12400463957967e-24	0.27578863022942	-1.78737193778443	0.388	0.713	6.31548777937426e-20
3.26294470071528e-24	0.70320407388664	1.96576428181921	0.508	0.121	6.59636900696602e-20
3.44551697754564e-24	0.704495614035088	2.37759528829862	0.51	0.13	6.96545712180626e-20
3.60583126856319e-24	0.733447199730094	1.41183464450982	0.812	0.51	7.28954849252735e-20
6.29089898314167e-24	0.733721322537112	1.6998017809028	0.792	0.551	1.27176813843192e-19
4.38286836183747e-23	0.694801155533063	2.43593561536917	0.479	0.109	8.86040668029064e-19
6.11678113045931e-23	0.710515772604588	1.67645733873254	0.602	0.194	1.23656847333365e-18
6.56640077253908e-23	0.687705592105263	2.13275061169751	0.445	0.081	1.3274635801765e-18
8.33252477228513e-23	0.674257759784076	2.22771948334457	0.38	0.036	1.68450320796516e-18
1.22516197246931e-22	0.31975371120108	-1.53621313672182	0.133	0.486	2.47678744354396e-18
2.01820770272172e-22	0.680636386639676	2.10244465326759	0.419	0.065	4.08000869182224e-18
2.38622729269591e-22	0.297444331983806	-1.83512597029462	0.271	0.615	4.82399709491405e-18
2.5341819632578e-22	0.69204411268556	2.59281039506992	0.471	0.126	5.12310225692196e-18
5.02303959004032e-22	0.668543353576248	2.79414265391578	0.365	0.032	1.01545768352255e-17
1.16658948686422e-21	0.686593286099865	2.06523845356972	0.466	0.109	2.35837730664471e-17
2.18509280192426e-21	0.723288841093117	0.69752885084187	0.961	0.769	4.41738360837008e-17
2.88892729986198e-21	0.693731022267207	2.00432363755869	0.521	0.166	5.84025542940098e-17
2.27849445199018e-20	0.310823633603239	-1.60055077284252	0.253	0.587	4.60620438414335e-16
5.56301425726215e-20	0.707078694331984	1.81153071668114	0.688	0.425	1.12461896224812e-15
5.92096261461646e-20	0.654668522267207	2.43032432295284	0.336	0.028	1.19698180217086e-15
