p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
LOC107134468	1.12490708678481e-118	0.89404546823246	1.732423117835	0.994	0.825	2.27411216664418e-114
LOC114078893	1.81554331891395e-83	0.820496838301716	2.46032030992367	0.821	0.329	3.67030237351643e-79
mikado.WCK01-AAH20201022-F8-rsc00038G1088	4.21886486295271e-83	0.823696175850647	2.36650558315352	0.837	0.455	8.5288572069452e-79
GBP2;GBP3;GBP1	1.51271217312883e-67	0.769110207768744	2.91284889293737	0.646	0.154	3.05809892919725e-63
INSL5	1.93690963680814e-59	0.764728997289973	2.89173412001122	0.717	0.323	3.91565652177134e-55
SLAMF1	5.57466352349765e-59	0.724439927732611	3.56875774068752	0.483	0.049	1.12697397791028e-54
SCIN	6.43611978565815e-55	0.743334838903945	2.53732492892476	0.633	0.195	1.30112597586865e-50
IRGM	1.71781984315334e-52	0.73565642878651	1.64319154490984	0.637	0.181	3.47274459491879e-48
PALLD	4.35256760802515e-51	0.730436615477266	2.5829761675325	0.596	0.181	8.79915067638364e-47
CERS6	2.98898597310552e-49	0.743170731707317	1.85365708201715	0.735	0.409	6.04253404323011e-45
WARS1	9.61491678290241e-49	0.721565793435712	2.20849104337586	0.57	0.163	1.94375157683155e-44
LOC114078880;LOC114080606	2.68282354339168e-46	0.729068051791629	1.80977541238091	0.684	0.297	5.42359607532062e-42
NFKB1	1.32159552125727e-43	0.734087624209575	1.24378689476303	0.877	0.604	2.6717375057737e-39
ALB-1	2.90611227570826e-43	0.272497741644083	-1.30860700727614	0.505	0.829	5.87499657657181e-39
BATF2	2.06830715688426e-42	0.701749473050286	2.07682021728984	0.529	0.157	4.18128974835723e-38
LOC114103596	2.21358173851322e-40	0.70585968081903	1.80493828159479	0.593	0.234	4.47497684257833e-36
IL31RA	7.99511818850028e-40	0.649494128274616	2.79351227726075	0.301	0.002	1.61629309298722e-35
LRP1	3.93525003819184e-38	0.300042155977115	-1.321540833189	0.311	0.646	7.95550147720862e-34
RNF19A	4.65717349490623e-38	0.711127672387835	1.28704702519423	0.738	0.413	9.41494193730243e-34
SOD2	6.79027275863103e-38	0.69081150255947	1.6633543515565	0.532	0.161	1.37272154088485e-33
CD274	8.90107077380717e-38	0.716726889491117	1.54924479843329	0.796	0.62	1.79944046763286e-33
STX11	4.2827540618856e-37	0.705394459500151	1.4958213126665	0.677	0.374	8.65801561150794e-33
SLFN5-1	4.7541023023606e-36	0.714337548931045	1.10191208949177	0.938	0.854	9.61089321445219e-32
DOCK4	3.4400188003012e-35	0.7104411321891	1.15295923485715	0.843	0.732	6.9543420066889e-31
IRF1	1.64041785497131e-34	0.689518217404396	1.25573538981593	0.601	0.234	3.31626873561001e-30
DMXL1	1.82170147970535e-34	0.708386028304728	0.995326075339974	0.913	0.821	3.68275171137233e-30
SLC44A2	7.64090392388691e-33	0.349034929238181	-1.70328995622501	0.11	0.402	1.54468513725298e-28
PTPN1	2.18807293355759e-32	0.696630532971996	0.98101620828415	0.784	0.482	4.42340824248002e-28
PTPRJ	2.46733866464829e-32	0.299849442938874	-0.901278608604304	0.63	0.876	4.98797184445298e-28
GPNMB	4.54503303129495e-32	0.311513098464318	-1.33214651786939	0.387	0.681	9.18823877606587e-28
FRMD4A	4.30459622675485e-31	0.34157482685938	-1.64162618103848	0.164	0.461	8.70217173200761e-27
SLC25A48	1.53492721938881e-30	0.648023185787413	1.76981775464687	0.367	0.077	3.10300886671642e-26
LIPA	1.98489425346696e-30	0.320542005420054	-1.17786593298726	0.357	0.65	4.01266222280881e-26
GBP6	2.16243108662146e-30	0.651305329719964	1.90965665395826	0.385	0.096	4.37157068471394e-26
CPQ	2.45155164796673e-30	0.308450767841012	-1.07019706204104	0.566	0.783	4.95605681152954e-26
ARID5B	3.27403912815399e-30	0.690415537488708	1.08970372995016	0.779	0.51	6.6187975014761e-26
CCL4L2;CCL4L1;CCL4	3.33387999538624e-30	0.670975609756098	1.24604164567619	0.527	0.191	6.73977179867282e-26
DAAM1	3.50673588304873e-30	0.676519120746763	1.22634073405266	0.584	0.258	7.08921726117132e-26
Gm4841;F830016B08Rik-1	2.80828145540273e-29	0.659108702198133	1.42702431816362	0.458	0.142	5.67722179024217e-25
SLC7A8	2.9801735697922e-29	0.381087021981331	-1.8808074530874	0.05	0.285	6.02471888869191e-25
CES2-3	1.45752260038477e-28	0.682308039747064	2.02070448989498	0.69	0.482	2.94652768893785e-24
CTSV;CTSL	7.00594025161801e-28	0.662737127371274	1.58167055396279	0.505	0.207	1.4163208812671e-23
HCK	1.03948183182463e-27	0.334823848238482	-1.2429879814834	0.277	0.581	2.10141647121668e-23
PLA2G15	8.95446484944331e-27	0.345963565191207	-1.26381522953509	0.222	0.508	1.81023461396346e-22
LYPD5	9.30887292222297e-27	0.652728093947606	1.42764279240684	0.458	0.171	1.8818817499566e-22
TNFAIP8	1.13634896553257e-26	0.678617886178862	1.01210075785421	0.787	0.583	2.29724306872065e-22
HNRNPC	1.36283204751339e-26	0.673619391749473	0.888171248024616	0.736	0.496	2.75510126725307e-22
N4BP1	2.79910641945639e-26	0.669229147847034	1.11624236993901	0.646	0.374	5.65867353757305e-22
C3orf49	3.59630674887969e-26	0.633315266485998	2.08254249570423	0.339	0.081	7.27029372353518e-22
BIRC3	3.77849514043147e-26	0.659311954230653	1.27311761347065	0.52	0.222	7.63860577589625e-22
STAT3	7.66191650677412e-26	0.672919301415236	0.967926406121187	0.747	0.482	1.54893304100946e-21
BATF3	1.18515681214982e-25	0.639954832881662	1.509459075231	0.39	0.114	2.39591301144207e-21
LOC107134769-1	1.40022919134005e-25	0.618506473953628	1.63319450448214	0.276	0.041	2.83070333321304e-21
CHIC1	1.94179747865986e-25	0.676848840710629	0.876208479738335	0.88	0.748	3.92553778285877e-21
TLR2	2.85047698544991e-25	0.356062932851551	-1.31468557200651	0.184	0.465	5.76252427378553e-21
ARHGAP22	4.37470629306478e-25	0.384805781391147	-1.85253012329621	0.073	0.299	8.84390624205975e-21
TIFA	6.67154733372371e-25	0.648069858476363	1.70129914857483	0.455	0.179	1.34872000898558e-20
RNF19B	1.41838647788014e-24	0.654179464016862	1.26117534683805	0.529	0.25	2.86741010368248e-20
CYBB	1.60144241092031e-24	0.359299909665763	-1.25318893729418	0.181	0.453	3.2374759779165e-20
RASSF5	2.97305283415933e-24	0.627413429689852	1.47108412676295	0.335	0.083	6.0103236095365e-20
PGS1	3.63821568816525e-24	0.666187895212285	0.829360451680854	0.766	0.514	7.35501683519487e-20
LOC107984203-2	3.63913290097051e-24	0.395204757603132	-1.70221529903099	0.053	0.26	7.35687107260198e-20
INHBA	4.82814960943588e-24	0.643346883468835	2.00530202306243	0.431	0.171	9.76058725043557e-20
NAMPT	1.10706913653025e-23	0.644956338452273	1.14744346411825	0.474	0.189	2.23805096640955e-19
